"NodeKey","ParentKey","SoItemPos","ProductGuid","NoteGuid","CurrencyCode","GrossAmount","NetAmount","TaxAmount","ItemAtpStatus","OpItemPos","Dataaging","Dummy","Change_Type","Change_Date"
"42010AA400041EED8CF39466BF5C76BA","42010AA400041EED8CF39466562756BA","0000000020","42010AA400041EED8CF393ABD2AE36BA","42010AA400041EED8CF394666F0AB6BA","EUR","121.38","102","19.38","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5C96BA","42010AA400041EED8CF39466562776BA","0000000010","42010AA400041EED8CF393ABD2B756BA","42010AA400041EED8CF394666F0AD6BA","EUR","77.29","64.95","12.34","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5CB6BA","42010AA400041EED8CF39466562776BA","0000000020","42010AA400041EED8CF393ABD2B7B6BA","42010AA400041EED8CF394666F0AF6BA","EUR","6.19","5.2","0.99","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5CD6BA","42010AA400041EED8CF39466562796BA","0000000010","42010AA400041EED8CF393ABD2A396BA","42010AA400041EED8CF394666F0B16BA","EUR","8.2","6.89","1.31","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5CF6BA","42010AA400041EED8CF394665627B6BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666F0B36BA","EUR","2.5","2.1","0.4","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5D16BA","42010AA400041EED8CF394665627D6BA","0000000010","42010AA400041EED8CF393ABD2AD96BA","42010AA400041EED8CF394666F0B56BA","EUR","14.82","12.45","2.37","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5D36BA","42010AA400041EED8CF394665627D6BA","0000000020","42010AA400041EED8CF393ABD2B056BA","42010AA400041EED8CF394666F0B76BA","EUR","11.25","9.45","1.8","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5D56BA","42010AA400041EED8CF394665627F6BA","0000000010","42010AA400041EED8CF393ABD2B4B6BA","42010AA400041EED8CF394666F0B96BA","EUR","59.44","49.95","9.49","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5D76BA","42010AA400041EED8CF39466562816BA","0000000010","42010AA400041EED8CF393ABD2AB16BA","42010AA400041EED8CF394666F0BB6BA","EUR","46.37","38.97","7.4","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5D96BA","42010AA400041EED8CF39466562836BA","0000000010","42010AA400041EED8CF393ABD2B4F6BA","42010AA400041EED8CF394666F0BD6BA","EUR","39.15","32.9","6.25","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5DB6BA","42010AA400041EED8CF39466562856BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666F0BF6BA","EUR","1.5","1.26","0.24","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5DD6BA","42010AA400041EED8CF39466562856BA","0000000020","42010AA400041EED8CF393ABD2B6D6BA","42010AA400041EED8CF394666F0C16BA","EUR","13.92","11.7","2.22","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5DF6BA","42010AA400041EED8CF39466562876BA","0000000010","42010AA400041EED8CF393ABD2A676BA","42010AA400041EED8CF394666F0C36BA","EUR","14.88","12.5","2.38","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5E16BA","42010AA400041EED8CF39466562896BA","0000000010","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666F0C56BA","EUR","19.04","16","3.04","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5E36BA","42010AA400041EED8CF394665628B6BA","0000000010","42010AA400041EED8CF393ABD2B056BA","42010AA400041EED8CF394666F0C76BA","EUR","6.75","5.67","1.08","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5E56BA","42010AA400041EED8CF394665628B6BA","0000000020","42010AA400041EED8CF393ABD2B5F6BA","42010AA400041EED8CF394666F0C96BA","EUR","42.79","35.96","6.83","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5E76BA","42010AA400041EED8CF394665628D6BA","0000000010","42010AA400041EED8CF393ABD2A736BA","42010AA400041EED8CF394666F0CB6BA","EUR","19.02","15.98","3.04","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5E96BA","42010AA400041EED8CF394665628F6BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666F0CD6BA","EUR","0.5","0.42","0.08","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5EB6BA","42010AA400041EED8CF39466562916BA","0000000010","42010AA400041EED8CF393ABD2AFB6BA","42010AA400041EED8CF394666F0CF6BA","EUR","39.87","33.5","6.37","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5ED6BA","42010AA400041EED8CF39466562916BA","0000000020","42010AA400041EED8CF393ABD2B3F6BA","42010AA400041EED8CF394666F0D16BA","EUR","45.22","38","7.22","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5EF6BA","42010AA400041EED8CF39466562936BA","0000000010","42010AA400041EED8CF393ABD2B776BA","42010AA400041EED8CF394666F0D36BA","EUR","6.31","5.3","1.01","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5F16BA","42010AA400041EED8CF39466562956BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666F0D56BA","EUR","2","1.68","0.32","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5F36BA","42010AA400041EED8CF39466562976BA","0000000010","42010AA400041EED8CF393ABD2B696BA","42010AA400041EED8CF394666F0D76BA","EUR","20.83","17.5","3.33","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5F56BA","42010AA400041EED8CF39466562996BA","0000000010","42010AA400041EED8CF393ABD2B216BA","42010AA400041EED8CF394666F0D96BA","EUR","692.46","581.9","110.56","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5F76BA","42010AA400041EED8CF394665629B6BA","0000000010","42010AA400041EED8CF393ABD2A9F6BA","42010AA400041EED8CF394666F0DB6BA","EUR","23.5","19.75","3.75","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5F96BA","42010AA400041EED8CF394665629B6BA","0000000020","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666F0DD6BA","EUR","0.5","0.42","0.08","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5FB6BA","42010AA400041EED8CF394665629D6BA","0000000010","42010AA400041EED8CF393ABD2B416BA","42010AA400041EED8CF394666F0DF6BA","EUR","41.59","34.95","6.64","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5FD6BA","42010AA400041EED8CF394665629D6BA","0000000020","42010AA400041EED8CF393ABD2A2D6BA","42010AA400041EED8CF394666F0E16BA","EUR","2.32","1.95","0.37","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF5FF6BA","42010AA400041EED8CF394665629F6BA","0000000010","42010AA400041EED8CF393ABD2A6D6BA","42010AA400041EED8CF394666F0E36BA","EUR","6.19","5.2","0.99","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6016BA","42010AA400041EED8CF39466562A16BA","0000000010","42010AA400041EED8CF393ABD2AF56BA","42010AA400041EED8CF394666F0E56BA","EUR","20.17","16.95","3.22","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6036BA","42010AA400041EED8CF39466562A16BA","0000000020","42010AA400041EED8CF393ABD2A7F6BA","42010AA400041EED8CF394666F0E76BA","EUR","18.56","15.6","2.96","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6056BA","42010AA400041EED8CF39466562A36BA","0000000010","42010AA400041EED8CF393ABD2B736BA","42010AA400041EED8CF394666F0E96BA","EUR","61.83","51.96","9.87","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6076BA","42010AA400041EED8CF39466562A36BA","0000000020","42010AA400041EED8CF393ABD2B556BA","42010AA400041EED8CF394666F0EB6BA","EUR","5.12","4.3","0.82","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6096BA","42010AA400041EED8CF39466562A56BA","0000000010","42010AA400041EED8CF393ABD2A376BA","42010AA400041EED8CF394666F0ED6BA","EUR","16.4","13.78","2.62","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF60B6BA","42010AA400041EED8CF39466562A76BA","0000000010","42010AA400041EED8CF393ABD2A096BA","42010AA400041EED8CF394666F0EF6BA","EUR","9.26","7.78","1.48","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF60D6BA","42010AA400041EED8CF39466562A96BA","0000000010","42010AA400041EED8CF393ABD2B636BA","42010AA400041EED8CF394666F0F16BA","EUR","23.56","19.8","3.76","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF60F6BA","42010AA400041EED8CF39466562A96BA","0000000020","42010AA400041EED8CF393ABD2A336BA","42010AA400041EED8CF394666F0F36BA","EUR","12.46","10.47","1.99","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6116BA","42010AA400041EED8CF39466562AB6BA","0000000010","42010AA400041EED8CF393ABD2B476BA","42010AA400041EED8CF394666F0F56BA","EUR","157.68","132.5","25.18","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6136BA","42010AA400041EED8CF39466562AB6BA","0000000020","42010AA400041EED8CF393ABD2B7F6BA","42010AA400041EED8CF394666F0F76BA","EUR","15.23","12.8","2.43","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6156BA","42010AA400041EED8CF39466562AD6BA","0000000010","42010AA400041EED8CF393ABD2A196BA","42010AA400041EED8CF394666F0F96BA","EUR","20.71","17.4","3.31","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6176BA","42010AA400041EED8CF39466562AF6BA","0000000010","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666F0FB6BA","EUR","19.04","16","3.04","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6196BA","42010AA400041EED8CF39466562AF6BA","0000000020","42010AA400041EED8CF393ABD2A136BA","42010AA400041EED8CF394666F0FD6BA","EUR","5.3","4.45","0.85","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF61B6BA","42010AA400041EED8CF39466562B16BA","0000000010","42010AA400041EED8CF393ABD2B6D6BA","42010AA400041EED8CF394666F0FF6BA","EUR","6.96","5.85","1.11","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF61D6BA","42010AA400041EED8CF39466562B36BA","0000000010","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666F1016BA","EUR","7.62","6.4","1.22","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF61F6BA","42010AA400041EED8CF39466562B56BA","0000000010","42010AA400041EED8CF393ABD2AFD6BA","42010AA400041EED8CF394666F1036BA","EUR","52.96","44.5","8.46","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6216BA","42010AA400041EED8CF39466562B76BA","0000000010","42010AA400041EED8CF393ABD2B436BA","42010AA400041EED8CF394666F1056BA","EUR","78.36","65.85","12.51","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6236BA","42010AA400041EED8CF39466562B76BA","0000000020","42010AA400041EED8CF393ABD2B696BA","42010AA400041EED8CF394666F1076BA","EUR","12.5","10.5","2","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6256BA","42010AA400041EED8CF39466562B96BA","0000000010","42010AA400041EED8CF393ABD2A756BA","42010AA400041EED8CF394666F1096BA","EUR","9.51","7.99","1.52","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6276BA","42010AA400041EED8CF39466562B96BA","0000000020","42010AA400041EED8CF393ABD2A2F6BA","42010AA400041EED8CF394666F10B6BA","EUR","43.2","36.3","6.9","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6296BA","42010AA400041EED8CF39466562BB6BA","0000000010","42010AA400041EED8CF393ABD2AA76BA","42010AA400041EED8CF394666F10D6BA","EUR","20.23","17","3.23","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF62B6BA","42010AA400041EED8CF39466562BD6BA","0000000010","42010AA400041EED8CF393ABD2ACF6BA","42010AA400041EED8CF394666F10F6BA","EUR","12.14","10.2","1.94","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF62D6BA","42010AA400041EED8CF39466562BF6BA","0000000010","42010AA400041EED8CF393ABD2A1D6BA","42010AA400041EED8CF394666F1116BA","EUR","11.78","9.9","1.88","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF62F6BA","42010AA400041EED8CF39466562C16BA","0000000010","42010AA400041EED8CF393ABD2A576BA","42010AA400041EED8CF394666F1136BA","EUR","18.56","15.6","2.96","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6316BA","42010AA400041EED8CF39466562C16BA","0000000020","42010AA400041EED8CF393ABD29F76BA","42010AA400041EED8CF394666F1156BA","EUR","94.96","79.8","15.16","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6336BA","42010AA400041EED8CF39466562C36BA","0000000010","42010AA400041EED8CF393ABD2AB76BA","42010AA400041EED8CF394666F1176BA","EUR","16.04","13.48","2.56","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6356BA","42010AA400041EED8CF39466562C56BA","0000000010","42010AA400041EED8CF393ABD2B4D6BA","42010AA400041EED8CF394666F1196BA","EUR","216.58","182","34.58","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6376BA","42010AA400041EED8CF39466562C56BA","0000000020","42010AA400041EED8CF393ABD2B616BA","42010AA400041EED8CF394666F11B6BA","EUR","14.82","12.45","2.37","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6396BA","42010AA400041EED8CF39466562C76BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666F11D6BA","EUR","1","0.84","0.16","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF63B6BA","42010AA400041EED8CF39466562C76BA","0000000020","42010AA400041EED8CF393ABD2AE36BA","42010AA400041EED8CF394666F11F6BA","EUR","60.69","51","9.69","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF63D6BA","42010AA400041EED8CF39466562C96BA","0000000010","42010AA400041EED8CF393ABD2B016BA","42010AA400041EED8CF394666F1216BA","EUR","4.5","3.78","0.72","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF63F6BA","42010AA400041EED8CF39466562CB6BA","0000000010","42010AA400041EED8CF393ABD2B6B6BA","42010AA400041EED8CF394666F1236BA","EUR","12.5","10.5","2","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6416BA","42010AA400041EED8CF39466562CD6BA","0000000010","42010AA400041EED8CF393ABD2A6F6BA","42010AA400041EED8CF394666F1256BA","EUR","24.75","20.8","3.95","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6436BA","42010AA400041EED8CF39466562CD6BA","0000000020","42010AA400041EED8CF393ABD2A056BA","42010AA400041EED8CF394666F1276BA","EUR","24.63","20.7","3.93","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6456BA","42010AA400041EED8CF39466562CF6BA","0000000010","42010AA400041EED8CF393ABD2AB56BA","42010AA400041EED8CF394666F1296BA","EUR","9.04","7.6","1.44","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6476BA","42010AA400041EED8CF39466562CF6BA","0000000020","42010AA400041EED8CF393ABD2B596BA","42010AA400041EED8CF394666F12B6BA","EUR","11.42","9.6","1.82","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6496BA","42010AA400041EED8CF39466562D16BA","0000000010","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666F12D6BA","EUR","3.81","3.2","0.61","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF64B6BA","42010AA400041EED8CF39466562D36BA","0000000010","42010AA400041EED8CF393ABD2A2F6BA","42010AA400041EED8CF394666F12F6BA","EUR","86.39","72.6","13.79","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF64D6BA","42010AA400041EED8CF39466562D36BA","0000000020","42010AA400041EED8CF393ABD2AAD6BA","42010AA400041EED8CF394666F1316BA","EUR","25.7","21.6","4.1","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF64F6BA","42010AA400041EED8CF39466562D56BA","0000000010","42010AA400041EED8CF393ABD2ACD6BA","42010AA400041EED8CF394666F1336BA","EUR","71.36","59.97","11.39","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6516BA","42010AA400041EED8CF39466562D56BA","0000000020","42010AA400041EED8CF393ABD2B696BA","42010AA400041EED8CF394666F1356BA","EUR","20.83","17.5","3.33","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6536BA","42010AA400041EED8CF39466562D76BA","0000000010","42010AA400041EED8CF393ABD2A1F6BA","42010AA400041EED8CF394666F1376BA","EUR","29.04","24.4","4.64","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6556BA","42010AA400041EED8CF39466562D96BA","0000000010","42010AA400041EED8CF393ABD2AA16BA","42010AA400041EED8CF394666F1396BA","EUR","85.38","71.75","13.63","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6576BA","42010AA400041EED8CF39466562D96BA","0000000020","42010AA400041EED8CF393ABD2A176BA","42010AA400041EED8CF394666F13B6BA","EUR","9.5","7.98","1.52","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6596BA","42010AA400041EED8CF39466562DB6BA","0000000010","42010AA400041EED8CF393ABD2B2B6BA","42010AA400041EED8CF394666F13D6BA","EUR","517.65","435","82.65","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF65B6BA","42010AA400041EED8CF39466562DB6BA","0000000020","42010AA400041EED8CF393ABD2A5F6BA","42010AA400041EED8CF394666F13F6BA","EUR","13.33","11.2","2.13","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF65D6BA","42010AA400041EED8CF39466562DD6BA","0000000010","42010AA400041EED8CF393ABD2AA96BA","42010AA400041EED8CF394666F1416BA","EUR","6.35","5.34","1.01","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF65F6BA","42010AA400041EED8CF39466562DF6BA","0000000010","42010AA400041EED8CF393ABD2A7B6BA","42010AA400041EED8CF394666F1436BA","EUR","21.42","18","3.42","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6616BA","42010AA400041EED8CF39466562E16BA","0000000010","42010AA400041EED8CF393ABD2A236BA","42010AA400041EED8CF394666F1456BA","EUR","347.48","292","55.48","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6636BA","42010AA400041EED8CF39466562E36BA","0000000010","42010AA400041EED8CF393ABD2A6F6BA","42010AA400041EED8CF394666F1476BA","EUR","12.38","10.4","1.98","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6656BA","42010AA400041EED8CF39466562E56BA","0000000010","42010AA400041EED8CF393ABD2ADF6BA","42010AA400041EED8CF394666F1496BA","EUR","38.87","32.66","6.21","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6676BA","42010AA400041EED8CF39466562E56BA","0000000020","42010AA400041EED8CF393ABD2A716BA","42010AA400041EED8CF394666F14B6BA","EUR","30.94","26","4.94","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6696BA","42010AA400041EED8CF39466562E76BA","0000000010","42010AA400041EED8CF393ABD2A5D6BA","42010AA400041EED8CF394666F14D6BA","EUR","16.42","13.8","2.62","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF66B6BA","42010AA400041EED8CF39466562E96BA","0000000010","42010AA400041EED8CF393ABD2A0D6BA","42010AA400041EED8CF394666F14F6BA","EUR","40.44","33.98","6.46","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF66D6BA","42010AA400041EED8CF39466562EB6BA","0000000010","42010AA400041EED8CF393ABD2B816BA","42010AA400041EED8CF394666F1516BA","EUR","23.17","19.47","3.7","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF66F6BA","42010AA400041EED8CF39466562EB6BA","0000000020","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666F1536BA","EUR","0.5","0.42","0.08","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6716BA","42010AA400041EED8CF39466562ED6BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666F1556BA","EUR","2.5","2.1","0.4","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6736BA","42010AA400041EED8CF39466562ED6BA","0000000020","42010AA400041EED8CF393ABD2A6B6BA","42010AA400041EED8CF394666F1576BA","EUR","24.75","20.8","3.95","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6756BA","42010AA400041EED8CF39466562EF6BA","0000000010","42010AA400041EED8CF393ABD2AD36BA","42010AA400041EED8CF394666F1596BA","EUR","8.31","6.98","1.33","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6776BA","42010AA400041EED8CF39466562EF6BA","0000000020","42010AA400041EED8CF393ABD2A276BA","42010AA400041EED8CF394666F15B6BA","EUR","4.64","3.9","0.74","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6796BA","42010AA400041EED8CF39466562F16BA","0000000010","42010AA400041EED8CF393ABD2A916BA","42010AA400041EED8CF394666F15D6BA","EUR","1.18","0.99","0.19","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF67B6BA","42010AA400041EED8CF39466562F36BA","0000000010","42010AA400041EED8CF393ABD2A136BA","42010AA400041EED8CF394666F15F6BA","EUR","5.3","4.45","0.85","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF67D6BA","42010AA400041EED8CF39466562F36BA","0000000020","42010AA400041EED8CF393ABD2AE76BA","42010AA400041EED8CF394666F1616BA","EUR","11.66","9.8","1.86","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF67F6BA","42010AA400041EED8CF39466562F56BA","0000000010","42010AA400041EED8CF393ABD2A076BA","42010AA400041EED8CF394666F1636BA","EUR","23.15","19.45","3.7","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6816BA","42010AA400041EED8CF39466562F56BA","0000000020","42010AA400041EED8CF393ABD2A8D6BA","42010AA400041EED8CF394666F1656BA","EUR","35.68","29.98","5.7","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6836BA","42010AA400041EED8CF39466562F76BA","0000000010","42010AA400041EED8CF393ABD2A476BA","42010AA400041EED8CF394666F1676BA","EUR","28.08","23.6","4.48","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6856BA","42010AA400041EED8CF39466562F76BA","0000000020","42010AA400041EED8CF393ABD2AD96BA","42010AA400041EED8CF394666F1696BA","EUR","44.45","37.35","7.1","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6876BA","42010AA400041EED8CF39466562F96BA","0000000010","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666F16B6BA","EUR","15.23","12.8","2.43","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6896BA","42010AA400041EED8CF39466562F96BA","0000000020","42010AA400041EED8CF393ABD2A176BA","42010AA400041EED8CF394666F16D6BA","EUR","23.74","19.95","3.79","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF68B6BA","42010AA400041EED8CF39466562FB6BA","0000000010","42010AA400041EED8CF393ABD2A1B6BA","42010AA400041EED8CF394666F16F6BA","EUR","118.94","99.95","18.99","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF68D6BA","42010AA400041EED8CF39466562FD6BA","0000000010","42010AA400041EED8CF393ABD2B2F6BA","42010AA400041EED8CF394666F1716BA","EUR","345.1","290","55.1","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF68F6BA","42010AA400041EED8CF39466562FD6BA","0000000020","42010AA400041EED8CF393ABD2AFD6BA","42010AA400041EED8CF394666F1736BA","EUR","52.96","44.5","8.46","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6916BA","42010AA400041EED8CF39466562FF6BA","0000000010","42010AA400041EED8CF393ABD2B0B6BA","42010AA400041EED8CF394666F1756BA","EUR","3.28","2.76","0.52","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6936BA","42010AA400041EED8CF39466562FF6BA","0000000020","42010AA400041EED8CF393ABD2AED6BA","42010AA400041EED8CF394666F1776BA","EUR","26.66","22.4","4.26","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6956BA","42010AA400041EED8CF39466563016BA","0000000010","42010AA400041EED8CF393ABD2AFD6BA","42010AA400041EED8CF394666F1796BA","EUR","52.96","44.5","8.46","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6976BA","42010AA400041EED8CF39466563016BA","0000000020","42010AA400041EED8CF393ABD2B3D6BA","42010AA400041EED8CF394666F17B6BA","EUR","133.28","112","21.28","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF6996BA","42010AA400041EED8CF39466563036BA","0000000010","42010AA400041EED8CF393ABD2B716BA","42010AA400041EED8CF394666F17D6BA","EUR","41.65","35","6.65","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF69B6BA","42010AA400041EED8CF39466563036BA","0000000020","42010AA400041EED8CF393ABD2AB16BA","42010AA400041EED8CF394666F17F6BA","EUR","61.83","51.96","9.87","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF69D6BA","42010AA400041EED8CF39466563056BA","0000000010","42010AA400041EED8CF393ABD2B816BA","42010AA400041EED8CF394666F1816BA","EUR","23.17","19.47","3.7","","",,"","L","2023-11-03 04:08:25.088000000"
